email,partner_name,event_type,literary,palce,city,type,title,body,start_date,start_time,end_date,end_time,,speaker,docs
incoffee@mustqr.org,مقهى إن,جلسة حوارية,النثر الغير خيالي,المنطقة الشرقية,الظهران,مساهمة,نَص ونِصف,النَص الأدبي عليك ونصف سعر القهوة علينا، نسعد في قهوة إن أن نستضيفكم كل سبت لنوفر لكم جو ممتع للقراءة وكوب قهوة بنصف السعر!,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://drive.google.com/drive/folders/1nr_k80F3D1Ei7xJEvnZ8J8TJhpAVz6R7?usp=drive_link
incoffee@mustqr.org,مقهى إن,جلسة حوارية,النثر الغير خيالي,المنطقة الشرقية,الظهران,مساهمة,بودكاست إن,"حلقات تُسجل أسبوعياً بموضوع مختلف مع أدبي مختلف بأي مجال أدبي وتسجيل حوارات
معرفية ومثرية يعرف فيها الأدبي عن نفسة",10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://drive.google.com/drive/folders/1i1_NgEBiDx1u24SlyS8dplKvK2l66ovZ?usp=drive_link
incoffee@mustqr.org,مقهى إن,جلسة حوارية,النثر الغير خيالي,المنطقة الشرقية,الظهران,مساهمة,بلسان عربي مبين,-,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://drive.google.com/drive/folders/1BUer3Vlw0-y_2xbh24OpWP_Fdqv8_tKc?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,أمسية شعرية,شعر,المدينة المنورة,المدينة المنورة,فعالية,الوحش الذي يسكنك يمكن أن يكون لطيفًا,استضافة نادي اقرأني للسيدات لمناقشة كتاب: الوحش الذي يسكنك يمكن أن يكون لطيفًا,9/16/2023,8:00 PM,9/16/2023,10:00 PM,,نادي اقرأني للسيدات,0
vanguard@avanguardia.sa,مقهى أفانجارديا,جلسة حوارية,النثر الخيالي,المدينة المنورة,المدينة المنورة,فعالية,الحياة في مكانٍ آخر,مراجعة كتاب ونقاش حول أدب ميلان كونديرا والتعريف بالرواية البوليفونية,9/20/2023,8:00 PM,9/20/2023,10:00 PM,,نوف السناني,https://twitter.com/sa_vanguard/status/1709016701709242554
vanguard@avanguardia.sa,مقهى أفانجارديا,ورشة عمل,دراسات,المدينة المنورة,المدينة المنورة,فعالية,القصة التي بإمكانها تغيير العالم!,لقاء أدبي تفاعلي للأطفال مع عائلاتهم,9/21/2023,8:00 PM,9/21/2023,10:00 PM,,فريق مشروع منجم,https://www.instagram.com/p/CxdkgpEIJhP/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==
vanguard@avanguardia.sa,مقهى أفانجارديا,محاضرة,ادب الاطفال واليافعين,المدينة المنورة,المدينة المنورة,فعالية,لماذا نقرأ الروايات؟,نقاش أدبي حول الروايات وأهمية وجودها,9/22/2023,8:00 PM,9/22/2023,10:00 PM,,آلاء غلام,https://twitter.com/sa_vanguard/status/1709017296868417784
vanguard@avanguardia.sa,مقهى أفانجارديا,حلقة نقاشية,النثر الخيالي,المدينة المنورة,المدينة المنورة,فعالية,عميقًا نحو قلبي,حكواتي للأطفال,9/26/2023,8:00 PM,9/26/2023,10:00 PM,,فريق مشروع منجم,https://www.instagram.com/p/Cxq56m8ocv7/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==
vanguard@avanguardia.sa,مقهى أفانجارديا,ورشة عمل,دراسات,المدينة المنورة,المدينة المنورة,فعالية,ورشة الكتابة الإبداعية,ورشة الكتابة الإبداعية,9/28/2023,8:00 PM,9/28/2023,10:00 PM,,إياد السيد,https://www.instagram.com/reel/CxvymuIopwt/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==
vanguard@avanguardia.sa,مقهى أفانجارديا,أمسية شعرية,شعر,المدينة المنورة,المدينة المنورة,فعالية,ترجمة أدب الطفل,لقاء أدبي حول أهمية ترجمة أدب الطفل,9/30/2023,8:00 PM,9/30/2023,10:00 PM,,أمل أيوب,https://www.instagram.com/reel/Cx039rzouCd/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==
vanguard@avanguardia.sa,مقهى أفانجارديا,جلسة حوارية,النثر الغير خيالي,المدينة المنورة,المدينة المنورة,فعالية,قراءة في ديوان صهوة الجوزاء,أمسية شعرية,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,تامر إسماعيل,https://drive.google.com/drive/folders/1tzXGRREefrlgZOWmxNfxuq5aBiB8w2p7?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,امسية شعرية,الشعر,المدينة المنورة,المدينة المنورة,فعالية,جلسة لغوية,دردشة عن لغوية في نطق الكلمات واللهجات المختلفة,10/18/2023,8:00 PM,10/18/2023,10:00 PM,,سلطان طاسجي,https://drive.google.com/drive/folders/1RIDtk4kMaXVmZEB_3N-gM7RWOwqCpXsb?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,حلقة نقاشية,دراسات,المدينة المنورة,المدينة المنورة,فعالية,مناقشة كتاب حرر نفسك,استضافة نادي اقرأني للسيدات,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,نادي اقرأني,https://drive.google.com/drive/folders/1k6dnapp6jw-xVEM-rtAC3vd5aQhMT8Pp?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,جلسة حوارية,دراسات,المدينة المنورة,المدينة المنورة,فعالية,سوء تفاهم بين البشر والحيوانات,ورشة عمل بمنهجية تعليم التفكير الفلسفي P4C تقدم حوارًا فلسفيًا حول مفاهيم التواصل,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,داليا التونسي,https://drive.google.com/drive/folders/1Qid72O7tgv1GCRh8W4vTIQTB_g8gbhsw?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,حلقة نقاشية,دراسات,المدينة المنورة,المدينة المنورة,فعالية,مخيم الفضاء,قراءة قصة عن الفضاء للأطفال بالتعاون مع مشروع منجم ومبادرة آستروفايل,10/26/2023,8:00 PM,10/26/2023,10:00 PM,,هاجر الجهني، ريام الأحمدي,https://drive.google.com/drive/folders/1gRn5FEABcldt_l6ZHUANYOgRdVCbrqg2?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,ورشة عمل,ادب الأطفال واليافعين,المدينة المنورة,المدينة المنورة,فعالية,كتابة وتدوين اليوميات,ورشة عمل أدبية في كتابة وتدوين اليوميات وفوائدها,10/27/2023,8:00 PM,10/27/2023,10:00 PM,,هديل أحمد,https://drive.google.com/drive/folders/1KPU5CZ4Ay1wmAYhmbiVGCG_vEUjp229w?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,جلسة حوارية,الشعر,المدينة المنورة,المدينة المنورة,فعالية,كيف تُصلح قلباً مكسورا,مناقشة كتاب أدبي يطرح قضية الفقد وكيفية معالجتها,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,خالد الحربي,https://drive.google.com/drive/folders/125nkRI__9jPvJS9iqZ_6eUsYo-a5_3Lk?usp=drive_link
vanguard@avanguardia.sa,مقهى أفانجارديا,حلقة نقاشية,دراسات,المدينة المنورة,المدينة المنورة,فعالية,إضاءات نقدية على فن الشعر,جلسة حوارية نتذوق فيها الشعر ومعانيه,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,صالح الحسيني,https://www.instagram.com/reel/CzMp7Riom3i/?igshid=MTc4MmM1YmI2Ng==
vanguard@avanguardia.sa,مقهى أفانجارديا,ورشة عمل,ادب الأطفال واليافعين,المدينة المنورة,المدينة المنورة,فعالية,ما هي قصتك المفضلة؟,حوار تقوده الطفلة جولي مع أصدقائها الأطفال حول قصصهم المفضلة,10/31/2023,8:00 PM,10/31/2023,10:00 PM,,هاجر الجهني، الطفلة جولي,https://drive.google.com/drive/folders/1ipx9gpkTjY2H6cq_N5xEjy9zZum4KuUk?usp=drive_link
brewhemiancoffee@gmail.com,مقهى بروهيميان,حلقة نقاشية,الدراسات,المنطقة الشرقية,الخبر,فعالية,اثنينية بروج,هل لفلسفة الفن والجمال والأدب لغة موحدة؟,10/30/2023,8:00 PM,10/30/2023,10:00 PM,,سلطان الدوسري,https://drive.google.com/drive/folders/1SuZ1LFLm7s3kMy-Nke3OuXMTKiMdUUrf?usp=drive_link
brewhemiancoffee@gmail.com,مقهى بروهيميان,حلقة نقاشية,النثر الغير خيالي,المنطقة الشرقية,الخبر,فعالية,الالقاء القصصي,لقاء مناقشة مهارات رواية القصص وطرق الجذب الالقائي,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,عبدالماجد عثماني,https://drive.google.com/drive/folders/1rf4oSJfpbOgrGo9ApASRqn0VbtIDGO5j?usp=drive_link
trbyshn@gmail.com,مقهى بلانكو,ورشة عمل,النثر الخيالي,القصيم,بريدة,فعالية,أشتات متفرقة من الثقافة,محاضرة في الأدب والتاريخ والثقافة وحول عوالم نوادر الكتب,9/20/2023,8:00 PM,9/20/2023,10:00 PM,,مشعل الحربي,0
n.alnasher@energize-sa.com,مقهى بلوق,أمسية شعرية,الشعر,عسير,أبها,فعالية,فن الدمة في عسير,أمسية شعرية تسلط الضوء على فن الدمة في قبائل عسير ومواطن جمالياته ، وأساسيات نظمه وأبرز رموزه .,9/21/2023,8:00 PM,9/21/2023,10:00 PM,,الشعراء : أحمد الويمني - أحمد المازني,0
n.alnasher@energize-sa.com,مقهى بلوق,حلقة نقاشية,النثر الغير خيالي,عسير,أبها,فعالية,أوتاد,تدشين ومناقشة كتاب أوتاد للكاتبة أمجاد الهادي,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,الكاتبة أمجاد الهادي,https://drive.google.com/drive/folders/1THhk131xl3po1F08AIZmBiGFMXnXlkIA?usp=drive_link
n.alnasher@energize-sa.com,مقهى بلوق,جلسة حوارية,الشعر,عسير,أبها,فعالية,غيم يهطل شعرا,أمسية شعرية تتحدث فيها الشاعرة دلال القحطاني (غيمة) لجمهورها عن روائعها الرثائية وفيضها الوجداني,10/16/2023,8:00 PM,10/16/2023,10:00 PM,,الشاعرة دلال القحطاني,https://drive.google.com/drive/folders/18DqTKiu69UplQH3omLcibU8oSwdRz_f2?usp=drive_link
n.alnasher@energize-sa.com,مقهى بلوق,امسية شعرية,الشعر,عسير,أبها,فعالية,منطقة عسير وأصالة الموروث الشعبي,الموروث الشعبي في عسير شمولية الفنون وتعدد الألحان والأوزان الشعرية,10/17/2023,8:00 PM,10/17/2023,10:00 PM,,الشاعر والأديب فائز الشهري,https://drive.google.com/drive/folders/1txADWVtVpcwTBreNy1ACvRk_riCzjqRc?usp=drive_link
n.alnasher@energize-sa.com,مقهى بلوق,حلقة نقاشية,النثر الغير خيالي,عسير,أبها,فعالية,مناقشة كتاب أرواح مؤصدة,"مشاعر حقيقيّة جُسّدت على هيئة نصوص
كل نصّ يحمِل بداخله موقف و تجرُبة و قصّة
كل نصّ عاش في وجّس الذاكرة عدّة سنوات
و بعد ترددّ ، بكُل شجاعة الآن بين يدي القُرّاء لـ يلمِس أرواحهم",10/19/2023,8:00 PM,10/19/2023,10:00 PM,,الكاتبة رنين ممدوح,https://drive.google.com/drive/folders/10IM5IFmFKsufQuXnUisdg_pu078H5PcD?usp=drive_link
n.alnasher@energize-sa.com,مقهى بلوق,جلسة حوارية,دراسات,عسير,أبها,فعالية,دورة حياة المعرفة - إدارتها وتنظيمها,التحدث عن : بداية حياة المعرفة بدايتها واتساعها والتدوين السريع للأفكار والكتابة الإبداعية,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,الكاتب أحمد الغرباني,https://drive.google.com/drive/folders/158T03yRCnLyFhCjE1mQUn7443m7zzq4d?usp=drive_link
n.alnasher@energize-sa.com,مقهى بلوق,جلسة حوارية,النثر الغير خيالي,عسير,أبها,فعالية,كلمات في التجربة الروائية,"فن الرواية وقيمتة الأدبية , تجربة المحاضر في أعماله الروائية الثلاثة , المضامين الفكرية والمعالجة القنية لروايات المتحدث , عوائق في طريق الروائي",10/22/2023,8:00 PM,10/22/2023,10:00 PM,,الكاتب إبراهيم مضواح الالمعي,https://drive.google.com/drive/folders/1EQBkytGL6_uqqOLNPQViPXTwkyKYPQl9?usp=drive_link
n.alnasher@energize-sa.com,مقهى بلوق,حلقة نقاشية,النثر الغير خيالي,عسير,أبها,فعالية,مناقشة كتاب إنسان مفرط في إنسانيته,يقوم عدد من أعضاء نادي وجود الثقافي بمناقشة كتاب إنسان مفرط في إنسانيته ومناقشة ابرز النقاط في الكتاب مع الحضور,10/26/2023,8:00 PM,10/26/2023,10:00 PM,,نادي وجود ثقافي,https://drive.google.com/drive/folders/1xt1zuRm7hrtNLqZZbBidSsyW41_tDnYa?usp=drive_link
n.alnasher@energize-sa.com,مقهى بلوق,جلسة حوارية,ادب الأطفال واليافعين,عسير,أبها,فعالية,الأدب الموجه للطفل,يقوم الضيف بالتعريف بكتابه الذي بعنوان (النص والبراءة، قراءات في الأدب الموجه للطفل. (يشرح محتواه وقضاياه). ويقف عند أبرز الموضوعات التي تناولها الكتاب كالأنشودة، والمسرحية، والقصة الموجهة للأطفال).,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,الدكتور: إبراهيم ابوطالب,https://drive.google.com/drive/folders/1qeCZD8dGV5-fzO3rWN3PSuZP2kEFz0RW?usp=drive_link
nori.a989@hotmail.com,مقهى بنشاي,أمسية شعرية,الشعر,حائل,حائل,فعالية,سيمياء المشاعر في شعر حمد الحجي,فعالية مشاركة الجمهور وهي تقوم على استنطاق النصوص الشعرية للجمهور وقدرة التعبير وفهم النص,9/1/2023,8:00 PM,9/1/2023,10:00 PM,,د.جزاع فرحان الشمري,https://f.top4top.io/p_283096enl1.png
nori.a989@hotmail.com,مقهى بنشاي,أمسية شعرية,الشعر,حائل,حائل,فعالية,أمسية قصصية وشعرية,,9/1/2023,8:00 PM,9/1/2023,10:00 PM,,د.فهد إبراهيم البكر,https://k.top4top.io/p_2830e0f1v1.png
nori.a989@hotmail.com,مقهى بنشاي,جلسة حوارية,النثر الغير خيالي,حائل,حائل,فعالية,منهجيات تأليف الرواية,جلسة حوارية تتناول المناهج الموجودة في عالم تأليف الروايات ومتى أسست وكيف سيكون هنالك شرح للمنهجيات ثم نقاش حول كيفية استخدامها في كتابة الرواية وماهو تأثيرها على عالم التاليف,9/1/2023,8:00 PM,9/1/2023,10:00 PM,,رزان البكر,https://j.top4top.io/p_2830e9pgc1.png
nori.a989@hotmail.com,مقهى بنشاي,حلقة نقاشية,دراسات,حائل,حائل,فعالية,القهوة السعودية : دلالات وأبعاد ثقافية,"المعاني اللغوية للقهوة السعودية ,دلالات مصطلح القهوة السعودية.حضور القهوة السعودية في الشعر العربي. سيميائية القهوة السعودية. تداولية القهوة السعودية",10/8/2023,8:00 PM,10/8/2023,10:00 PM,,د.فهد المغلوث,https://drive.google.com/drive/folders/17CYmHKhdezSc_B0uoXsODNHgIe2KMQ56?usp=drive_link
nori.a989@hotmail.com,مقهى بنشاي,جلسة حوارية,الشعر,حائل,حائل,فعالية,معاني الحياة وتجلياتها في أشعار العرب,جلسة حواريَّة، يُروى بها بعض ما وصلَ إليه د.فيكتور فرانكل عن المعنى في كتابه (الإنسان والبحث عن المعنى) وتُمدُّ الروابط منها إلى نماذجٍ من الشعرِ العربي؛ لتُستجلى المعاني التي زيَّنت حياتهم، والقيم التي قدروا أن يعيشوا وحتى على أن يموتوا من أجلها.,10/11/2023,8:00 PM,10/11/2023,10:00 PM,,منال العياد,https://drive.google.com/drive/folders/1-Skn23M7Oy06kkutOEG7hEgNZrLqVgBn?usp=drive_link
nori.a989@hotmail.com,مقهى بنشاي,حلقة نقاشية,النثر الغير خيالي,حائل,حائل,فعالية,مناقشة كتاب ( الأدب والغرابة ),دلالات عنوان الكتاب.المصطلحات والمفاهيم النقدية التي تناولها المؤلف.التطبيقات النصية في نماذج من الأدب الكلاسيكي.,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,نوير العنقري + أيمان العنزي,https://drive.google.com/drive/folders/1RMI838D_eprofuSZWeKw4Ke6Fwj3ObhZ?usp=drive_link
nori.a989@hotmail.com,مقهى بنشاي,حلقة نقاشية,النثر الغير خيالي,حائل,حائل,فعالية,أمسية قصصية وشعرية,أمسية قصصية وشعرية,10/24/2023,8:00 PM,10/24/2023,10:00 PM,,د.عبدالله حامد الزماي,https://drive.google.com/drive/folders/1yXolZJ-wVOGLflTxYEfLeLgxaUN94058?usp=drive_link
nori.a989@hotmail.com,مقهى بنشاي,حلقة نقاشية,النثر الغير خيالي,حائل,حائل,فعالية,مناقشة كتاب (رواية الغريب -البيرو كامو ),تعريف بالكاتب . تعريف بالكتاب. فقرة تحليل ونقاش.فقرة اسئلة عن الكتاب .فقرة تحدث عن كتابك المفضل ورشح لنا كتابًا للقاء القادم,10/29/2023,8:00 PM,10/29/2023,10:00 PM,,مها الفهيدي,https://drive.google.com/drive/folders/111F6ATIsA-KZKyJc2MjRJfcjidXLnW5W?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,تاريخ الملك عبدالعزيز بجدة التاريخية,أمسية حوارية عن تاريخ الملك عبدالعزيز ورجاله في توحيد الجزيرة العربية واستعراض لأبرز الأحداث في تلك الحقبة الزمنية,9/22/2023,8:00 PM,9/22/2023,10:00 PM,,د. فواز الدهاس,https://drive.google.com/drive/folders/1Zvb9c1UCAzd811xM6fohap0f7P29T6KV?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,ورشة عمل,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,الحياة الاجتماعية لجدة التاريخية بين الماضي والحاضر,أمسية حوارية لوصف الحياة الاجتماعية لجدة التاريخية بين الماضي والحاضر وابرز المظاهر الإجتماعية والتطور الثقافي والحركة الفنية بها,9/23/2023,8:00 PM,9/23/2023,10:00 PM,,د. محمد بقادر,https://drive.google.com/drive/folders/1WBWur-xLuN3oVWP9_DfkSrUA64JUV1x2?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,المعالم الفنية المشتركة لمناطق المملكة,أمسية حوارية لمناقشة أوجه الفنية المشتركة بالمملكة العربية السعودية وأبرز معالمها الفنية المعاصرة,9/24/2023,8:00 PM,9/24/2023,10:00 PM,,فاطمة المدني,https://drive.google.com/drive/folders/1bY6M2JFRKWd0M_pvpcWtvcNpwQnSaUQq?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,أمسية شعرية مع الشاعر أحمد الملا,إحياء أمسية شعرية بالتعاون مع القنصلية الفرنسية يقدمها الشاعر أحمد الملا وتتم ترجمتها للغة الفرنسية من الشاعر ماجد المعز,9/4/2023,8:00 PM,9/4/2023,10:00 PM,,أحمد الملا,https://drive.google.com/drive/folders/17e-FhzWD-NICVk-Z1920_O0pMS0vxZph?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,كلنا عندنا قصة مع ياسمينا مطبقاني,هدف الورشة التدريبية هو تعزيز الكتابة وتعلم مبادئ الكتابة مما يساعد المشاركين على فهم أساس وقواعد الكتابة الفعالة مما يساعد على فهم وأساس وقواعد الكتابة الفعالة وتقدم الورشة تمارين كتابية متنوعة تهدف إلى تنمية مهارات الكتابة لدى المشاركين وتطوير قدراتهم الإبداعية,9/17/2023,8:00 PM,9/17/2023,10:00 PM,,ياسمينا مطبقاني,https://drive.google.com/drive/folders/1eyuPggpVIwEVgBctYni1iHl4LVubkgm0?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,ورشة عمل,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,الكتابة للإنجاز,جلسة حوارية لعدة كتاب بهدف الإنجاز على المستوى الثقافي والشخصي,10/16/2023,8:00 PM,10/16/2023,10:00 PM,,كنده جنبي،إسراء حسني،أريج العامودي،ياسمينا المطبقاني,https://drive.google.com/drive/folders/17DWFW_daUoKnGuq6QbV91dHIvbmQL_kD?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,كتابة القصة في العالم الرقمي,ورشة عمل عن الكتابة في العالم الرقمي وترجمته لنصوص رقمية,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,فيصل بن زقر,https://drive.google.com/drive/folders/1YRD0NO9Ui2L9x4YzX3wigbGFeoVHKzMv?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,حوار عن كتب ثقافية (كتاب عبور قصة رحلة مع الصبر ),جلسة لمناقشة عدة كتب ثقافية بهدف إثراء المشاركين,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,ياسمينا المطبقاني,https://drive.google.com/drive/folders/129TemCsu_woKmqik9WsnPmR2TgD8auC3?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,فعالية,صناعة المحتوى الإبداعي مستوحاة من ثقافة جدة التاريخية,جلسة حوارية لمناقشة المحتوى الإبداعي وتدشين كتاب دقس وأمبا في كوكب رقم ٣,10/15/2023,8:00 PM,10/15/2023,10:00 PM,,عمار الصبان,https://drive.google.com/drive/folders/12YU3id8ngz8Y1A0yIAUkk6MOqleM0Qfs?usp=drive_link
ahmed.alshawish@beitalsharbatly.com,مقهى بيت الشربتلي,جلسة حوارية,النثر الغير خيالي,مكة المكرمة,جدة,مساهمة,توزيع فاصل كتاب,توزيع فاصل كتاب لأطفال مصابين بالسرطان مع مجتمع نسما,10/26/2023,8:00 PM,10/26/2023,10:00 PM,,,https://drive.google.com/drive/folders/10dAUzZIlqgpSdqQ5SsRWCa_r0d1t_EEJ?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,محاضرة,الشعر,الرياض,الخرج,فعالية,الواقعية السحرية في روايات ظافرة,تتحدث الكاتبة عن نفسها وكيف استطاعت رواياتها الوصول إلى درجات عالية في عالم الأدب,10/7/2023,8:00 PM,10/7/2023,10:00 PM,,ظافرة القحطاني,https://drive.google.com/drive/folders/1fO9wLKng1_PfXnoOW6aOBgHH1bixpOjb?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,جلسة حوارية,دراسات,الرياض,الخرج,فعالية,أكتب قصتي,أكتب قصتي,11/10/2023,8:00 PM,11/10/2023,10:00 PM,,فريق بيهايف,https://drive.google.com/drive/folders/1BlxbSyKCRc57b0eZFnr_YiucH2LF5KpE?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,حلقة نقاشية,النثر الغير خيالي,الرياض,الخرج,فعالية,فن القصة القصيرة جدا,كيف سرد القصة القصيره,10/14/2023,8:00 PM,10/14/2023,10:00 PM,,حصة ضيف الله,https://drive.google.com/drive/folders/14DRGqgPit5TbqPqPfseT9DFIrQkqpxHf?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,ورشة عمل,ادب الأطفال واليافعين,الرياض,الخرج,فعالية,مسرح الطفل في بيهايف,عرض قصصهم التي انشئوها وتأدية الأدوا رعلى مسرح بيهايف,10/18/2023,8:00 PM,10/18/2023,10:00 PM,,فريق بيهايف,https://drive.google.com/drive/folders/1DVZkrRTQye48t3_cijcRhxHiRlGJagYc?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,حلقة نقاشية,النثر الغير خيالي,الرياض,الخرج,فعالية,مناقشة كتاب إطلالة على بعض الصالونات الثقافية النسائية في الخليج,مناقشة كتاب إطلالة على بعض الصالونات الثقافية النسائية في الخليج,10/18/2023,8:00 PM,10/18/2023,10:00 PM,,سارة الخزيم,https://drive.google.com/drive/folders/1Yqj1ftSoXdkjePcsZa1pTfcEXYqMBxJm?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,جلسة حوارية,الشعر,الرياض,الخرج,فعالية,جماليات التراث النقدي,يتحدث الكاتب عن جماليات الشعر,10/21/2023,8:00 PM,10/21/2023,10:00 PM,,سعود اليوسف,https://drive.google.com/drive/folders/1P5BiXU1Xxncdh0Zr3I_o0lCzyNnqiApq?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,امسية شعرية,الشعر,الرياض,الخرج,فعالية,تراتيل القصيد,اسس القصائد وتراتيلها,10/25/2023,8:00 PM,10/25/2023,10:00 PM,,نعيمة الزحيفي,https://drive.google.com/drive/folders/1OudZTihtSS8VtOW0AgBKjdJD8eEFXl0M?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,جلسة حوارية,النثر الغير خيالي,الرياض,الخرج,فعالية,إقرأ كتابي,تتحدث الكاتبة عن كتابها,10/28/2023,8:00 PM,10/28/2023,10:00 PM,,مرام الحربي,https://drive.google.com/drive/folders/101Wy9jxv7DtQbs_2GhnK90xUWuppvSw3?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,امسية شعرية,الشعر,الرياض,الخرج,مساهمة,أصنع دميتي,صنع الطفل دمية من خامات مختلفة لشخصيات قصته,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://drive.google.com/drive/folders/1HdapPAVwA_uyTsFxFM3-TTD368xSbyO_?usp=drive_link
beehivespacekh@gmail.com,مقهى بيهايف,جلسة حوارية,النثر الغير خيالي,الرياض,الخرج,مساهمة,استلم قصتك,محتوى القصة التي انشئها الطفل وتحويلها لقصص في مكتبة بيهايف,10/1/2023,8:00 PM,10/1/2023,10:00 PM,,,https://www.instagram.com/p/CzEchw9iP5b/?igsh=NmJiYWZiY2E0Mg==
info@tashkeell.sa,مقهى تشكيل,أمسية شعرية,شعر,الرياض,الرياض,فعالية,أمسية شعرية,أمسية شعرية ونقاش مع الشاعرين عن الساحة الشعرية,10/3/2023,8:00 PM,10/3/2023,10:00 PM,,سلطان السبهان - جاسم الصحيح,https://drive.google.com/drive/folders/15eFGyWyYB7CN6M3O2te4I5X0pD9vRxfd?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,أمسية شعرية,شعر,الرياض,الرياض,فعالية,أمسية شعرية وحفل توقيع,أمسية شعرية تفاعلية يصحبها حفل توقيع في نهاية الأمسية,10/4/2023,8:00 PM,10/4/2023,10:00 PM,,عائشة السفي,https://drive.google.com/drive/folders/1y80uZAQ2JCNHnvOnIEdrK0Hx_bTmLgmZ?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,محاضرة,دراسات,الرياض,الرياض,فعالية,لغات جنوب الجزيرة العربية القديمة,استعراض اللغات التي مرت على جنوب الجزيرة العربية واستعراض تحولاتها وتأريخها,10/4/2023,8:00 PM,10/4/2023,10:00 PM,,معن الهنائي,https://drive.google.com/drive/folders/1iWp_31XozesrplTCAzIfFp88TUCivkPW?usp=drive_link
info@tashkeell.sa,مقهى تشكيل,ورشة عمل,دراسات,الرياض,الرياض,فعالية,حفل توقيع,حفل توقيع للكاتب الكويتي فارس عاشور على جميع إصداراته التي نالت شهرة واسعة,10/5/2023,8:00 PM,10/5/2023,10:00 PM,,فارس عاشور,https://drive.google.com/drive/folders/1dZt8_82h1xR3RG-iLE5IDZI85Z-1kZ8j?usp=drive_link
